마번,마명,성별,연령,산지,level,스피드(100),수득상금(100),부담력(100),지구력(100),우승거리(100),레이팅,총경기,1st,2st,3st,수득상금(천원),조교사이름,조교사번호,마주,부마명,부마번,총경기_F,1st_F,2st_F,3st_F,모마명,모마번,총경기_M,1st_M,2st_M,3st_M
42589,신의한수,1,4,0,4,48.67,44.27,52.46,52.59,56.93,,15,2,0,1,"48,700",최용건,51,장철환,커널존,38332.0,15.0,6.0,3.0,1.0,성공시대,25117.0,2.0,1.0,0.0,0.0
44882,신주류,1,3,0,5,40.01,39.03,52.46,53.02,5.0,,13,0,1,2,"15,850",조현수,11,김선식,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,대한천왕,33454.0,17.0,4.0,3.0,0.0
46383,신풍여걸,2,2,0,6,48.18,36.82,5.0,56.71,5.0,,1,0,0,0,0,박천서,54,윤훈현,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,선스마트,35723.0,16.0,3.0,0.0,4.0
44502,신한특송,2,3,0,4,54.18,59.74,34.67,49.74,53.5,,7,2,0,1,"57,600",배대선,20,부준혁,한센,32990.0,9.0,5.0,2.0,0.0,미러클라이트,21826.0,21.0,1.0,5.0,1.0
45585,실버부스터,1,2,0,6,36.65,38.1,5.0,59.69,5.0,,3,0,0,0,"2,400",홍대유,6,최동근,커널존,38332.0,15.0,6.0,3.0,1.0,스털링스트라이드,28965.0,2.0,1.0,0.0,0.0
44348,실버스타,2,3,0,4,54.69,49.39,25.78,59.59,46.63,,12,2,1,1,"59,150",최용건,51,(주)나스카,올드패션드,37972.0,6.0,4.0,2.0,0.0,새즈미즈엘리자베,40130.0,11.0,4.0,3.0,0.0
38511,심장의고동,1,6,0,1,74.67,100.0,61.35,54.3,73.41,,29,10,3,3,"1,501,700",심승태,37,오종환,지금이순간,26213.0,25.0,13.0,7.0,2.0,하우아유,21715.0,8.0,2.0,0.0,0.0
41648,심플스타일,1,5,0,3,55.98,56.37,52.46,58.93,61.46,,19,3,3,2,"154,650",휴양마,999,윤우환 ,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,펠리시티,29800.0,16.0,3.0,2.0,2.0
41723,싱싱메리,2,6,1,2,69.07,60.91,34.67,61.28,36.33,,24,2,1,3,"152,640",배휴준,29,전석호,위드디스팅션,40086.0,25.0,6.0,7.0,2.0,AMYLIMEHOUSE,6106949.0,11.0,5.0,2.0,0.0
44516,쌍옥루,0,3,0,6,25.95,40.19,5.0,45.73,5.0,,2,0,0,1,"3,500",최봉주,16,이용식,선더모카신,33119.0,2.0,2.0,0.0,0.0,프리실라,28867.0,8.0,3.0,1.0,2.0
42294,쏘아라바바,2,4,0,4,47.73,56.48,34.67,56.6,68.33,,22,3,3,4,"128,630",휴양마,999,현태봉,카우보이칼,38391.0,19.0,7.0,5.0,2.0,그레이트브리지,31244.0,56.0,7.0,5.0,12.0
45650,쓸모,0,2,0,6,25.95,36.82,5.0,43.7,5.0,,1,0,0,0,0,안병기,22,박정열,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,댄싱스퀄,25724.0,18.0,3.0,1.0,2.0
45179,씽씽씽,1,2,0,6,21.01,36.82,5.0,42.07,5.0,,2,0,0,0,0,박재우,50,(주)디알엠씨티,한센,32990.0,9.0,5.0,2.0,0.0,일루시브로시,29366.0,4.0,0.0,0.0,0.0
45913,아깽이,0,2,0,6,33.36,36.82,5.0,55.89,5.0,,1,0,0,0,0,안병기,22,김동선,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,실비슬립,38388.0,14.0,2.0,1.0,1.0
43408,아델머스탱,1,4,0,5,52.26,59.98,43.56,55.04,29.46,,20,1,2,3,"91,350",송문길,40,이종훈,메니피,20256.0,11.0,5.0,4.0,1.0,머스탱퀸,25293.0,20.0,5.0,5.0,1.0
45344,아라모아,2,2,0,6,53.12,50.55,25.78,65.24,5.0,,2,0,1,0,"13,200",서인석,33,고재완,THE FACTOR,6969076.0,13.0,6.0,2.0,0.0,컨트리클럽쉬,44946.0,30.0,9.0,8.0,7.0
43933,아라챔프,2,3,0,5,49.41,52.76,34.67,60.16,43.19,,4,1,0,0,"23,000",서인석,33,고재완,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,에코블루,31642.0,15.0,5.0,3.0,3.0
41325,아로마,1,5,0,4,53.74,45.43,61.35,55.16,43.19,,20,1,3,4,"74,820",이관호,42,최수군,스트라이크어게인,29419.0,16.0,5.0,2.0,1.0,스페셜레드,24138.0,2.0,0.0,0.0,0.0
45315,아르고공주,2,2,0,6,46.94,41.12,5.0,60.97,5.0,,4,0,0,1,"8,400",안병기,22,우태율,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,중앙공주,30772.0,23.0,4.0,4.0,2.0
45590,아르고꾸숑,1,2,0,6,39.53,36.82,5.0,57.93,5.0,,2,0,0,0,0,안병기,22,우태율,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,채스터티,34296.0,17.0,2.0,4.0,2.0
45921,아르고리치,1,2,0,6,53.12,41.59,5.0,71.34,5.0,,1,0,0,0,"3,000",안병기,22,우태율,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,어너러리갤럽,36636.0,47.0,7.0,4.0,5.0
46541,아르고무적,1,2,0,6,46.94,36.82,5.0,56.71,5.0,,2,0,0,0,0,안병기,22,우태율,피스룰즈,25790.0,19.0,9.0,2.0,2.0,북새명가,30926.0,9.0,1.0,1.0,0.0
45360,아르고탑,1,2,0,6,43.86,43.1,5.0,48.58,5.0,,4,0,0,1,"16,000",휴양마,999,우태율,케이탑,28224.0,15.0,6.0,2.0,4.0,브라운걸,22243.0,21.0,3.0,1.0,2.0
41754,아르폰스,1,6,1,4,53.88,40.54,34.67,56.24,43.19,,26,1,1,3,"58,030",서홍수,24,유정희,MUNNINGS,6964691.0,14.0,4.0,2.0,5.0,ELLA MARIE,6996099.0,27.0,3.0,4.0,1.0
45593,아름다운사이,2,2,0,6,49.41,36.82,5.0,69.3,5.0,,2,0,0,0,0,신삼영,41,유영준,테스타마타,34428.0,38.0,7.0,4.0,7.0,로열스텝,26109.0,55.0,4.0,3.0,5.0
43864,아마존킹,0,3,0,4,55.81,48.8,52.46,53.82,43.19,,11,2,2,0,"68,900",토니,30,허훈,선더모카신,33119.0,2.0,2.0,0.0,0.0,시크릿랩소디,36473.0,8.0,0.0,0.0,1.0
45828,아만바로우즈,2,2,0,6,48.18,36.82,5.0,63.21,5.0,,1,0,0,0,0,서인석,33,이노쿠마 히로츠구,테스타마타,34428.0,38.0,7.0,4.0,7.0,플룸,36601.0,23.0,3.0,4.0,1.0
41885,아메리칸포스원,0,5,1,4,50.28,40.54,34.67,52.38,5.0,,40,0,1,6,"85,150",조현수,11,서정범,GEMOLOGIST,6969075.0,7.0,5.0,0.0,0.0,RUFUS RUTH,6981655.0,3.0,0.0,0.0,0.0
43540,아미고라로,0,5,1,3,51.64,44.27,61.35,55.16,56.93,,20,2,1,1,"91,350",휴양마,999,김종진,SUMMER FRONT,6106652.0,23.0,8.0,6.0,3.0,CALL AHEAD,6104805.0,0.0,0.0,0.0,0.0
42245,아스펜로스,0,4,0,3,63.49,57.42,56.9,62.88,61.46,,5,3,1,1,"77,750",휴양마,999,박남성,KANTHAROS,6965458.0,3.0,3.0,0.0,0.0,아스펜라이트,40133.0,0.0,0.0,0.0,0.0
43658,아스펜태양,1,3,0,2,79.67,100.0,65.79,67.88,43.19,,8,4,1,1,"266,650",전승규,25,박남성,위드디스팅션,40086.0,25.0,6.0,7.0,2.0,아스펜라이트,40133.0,0.0,0.0,0.0,0.0
42594,아이스스타,0,4,0,4,53.94,43.45,52.46,55.67,45.46,,18,3,2,0,"78,790",휴양마,999,이경희,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,별기,27005.0,0.0,0.0,0.0,0.0
45576,아이스크림,2,2,0,6,63.0,43.1,5.0,64.02,5.0,,1,0,0,0,"3,000",박윤규,4,오종환,선더모카신,33119.0,2.0,2.0,0.0,0.0,프리실라,28867.0,8.0,3.0,1.0,2.0
40451,아이스펀치,1,5,0,2,75.47,59.86,52.46,65.0,48.9,,20,6,2,3,"210,560",휴양마,999,김정철,한센,32990.0,9.0,5.0,2.0,0.0,윌링미스,28966.0,0.0,0.0,0.0,0.0
42934,아이언머스킷,2,4,0,4,49.91,51.95,39.12,57.27,38.59,,10,3,1,0,"42,000",리카디,34,홍종철,머스킷맨,36732.0,16.0,6.0,3.0,5.0,터프한걸,29549.0,2.0,0.0,0.0,1.0
43574,아이언삭스,1,5,1,1,68.53,56.72,61.35,50.76,79.46,,25,7,4,2,"333,220",이신영,14,김창식,MINESHAFT,6312528.0,18.0,10.0,3.0,1.0,CENTURIAN LADY,6867003.0,0.0,0.0,0.0,0.0
44572,아임포스원,1,3,0,6,24.71,37.17,5.0,49.12,5.0,,6,0,0,0,"1,000",조현수,11,서정범,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,크리에이트,40233.0,0.0,0.0,0.0,0.0
46031,아치러너,2,2,0,6,34.59,36.82,5.0,57.52,5.0,,2,0,0,0,0,최용건,51,송암축산,아치아치아치,40056.0,7.0,3.0,1.0,1.0,드림러너,17586.0,30.0,2.0,6.0,5.0
44780,아치리버,2,3,0,6,44.72,40.08,5.0,53.62,5.0,,5,0,0,0,"3,400",휴양마,999,이종욱,아치아치아치,40056.0,7.0,3.0,1.0,1.0,리버브룩,18705.0,10.0,2.0,1.0,3.0
44846,아치메모리,2,3,0,6,40.36,39.73,5.0,59.14,5.0,,6,0,0,0,"6,250",심승태,37,이종욱,아치아치아치,40056.0,7.0,3.0,1.0,1.0,러브리메모리즈,15402.0,5.0,1.0,0.0,2.0
45102,아치참,2,3,0,5,43.95,43.34,34.67,55.89,43.19,,7,1,0,0,"18,150",휴양마,999,김세민,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,몬아치라스,40174.0,5.0,1.0,1.0,0.0
42423,아침기상,2,4,0,4,77.82,68.94,43.56,63.91,46.63,,7,4,1,0,"56,830",이신영,14,(주)나스카,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,엘러벨,37960.0,30.0,6.0,2.0,3.0
46441,아침누리,2,3,1,4,30.89,5.0,5.0,42.07,5.0,,2,0,0,0,0,서홍수,24,김세민,SUPER SAVER,6795075.0,10.0,3.0,2.0,1.0,YOU'RE BEAUTIFUL,6780058.0,8.0,1.0,1.0,0.0
46007,아침동자,1,2,0,6,60.53,50.08,5.0,64.83,5.0,,1,0,0,1,"8,400",휴양마,999,배영한 ,한센,32990.0,9.0,5.0,2.0,0.0,클린업스피드,30321.0,11.0,4.0,2.0,1.0
42638,아침함성,2,4,0,3,49.12,52.3,34.67,54.31,61.46,,21,3,1,3,"126,080",박희철,15,이미경,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,아침사랑,22962.0,19.0,6.0,1.0,2.0
45328,안양폭격기,2,2,0,6,40.77,36.82,5.0,66.46,5.0,,1,0,0,0,0,홍대유,6,(주)에이에프피,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,프로포즈,32616.0,20.0,4.0,4.0,1.0
41280,안양호랑이,2,5,0,4,50.85,45.31,43.56,54.69,50.06,,25,3,2,2,"95,910",홍대유,6,(주)에이에프피,QUALITY ROAD,6803043.0,13.0,8.0,3.0,1.0,인디트러블,38274.0,17.0,3.0,2.0,0.0
45117,알렉산더원,0,4,1,4,71.89,41.59,39.12,68.9,5.0,,5,0,2,1,"34,800",우창구,5,임영수,DIALED IN,6967924.0,7.0,3.0,1.0,0.0,IM SO FINE,6980918.0,3.0,0.0,0.0,0.0
44128,알사이먼,2,3,0,5,53.74,42.75,34.67,62.8,43.19,,9,1,1,0,"28,000",신삼영,41,박정배,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,알드라이크,22797.0,11.0,0.0,0.0,1.0
41018,알찬누리,0,5,0,4,48.38,47.18,52.46,52.58,50.06,,25,2,4,5,"108,220",정호익,10,김광명,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,루시엔,36589.0,7.0,2.0,0.0,0.0
46292,압구정치타,2,2,0,6,33.36,36.82,5.0,53.05,5.0,,2,0,0,0,0,휴양마,999,조명식,메니피,20256.0,11.0,5.0,4.0,1.0,미스보스케스,38354.0,7.0,0.0,0.0,0.0
41653,액티몬,0,6,1,2,62.57,50.67,52.46,57.52,68.33,,23,3,5,1,"229,830",토니,30,김호선,VERRAZANO,6988001.0,13.0,6.0,1.0,2.0,DESPITE HER FORM,6993535.0,8.0,1.0,3.0,1.0
51584,앱설루트명작,2,2,1,4,35.83,36.82,5.0,51.83,5.0,,2,0,0,0,0,김동균,52,나기두,ALWAYS DREAMING,6112249.0,11.0,4.0,2.0,2.0,FAVORABLY,6111288.0,2.0,0.0,0.0,0.0
44234,야무진배짱,1,3,0,5,40.22,42.4,52.46,52.55,43.19,,9,1,1,1,"40,800",안병기,22,우태율,록하드텐,31305.0,10.0,6.0,1.0,1.0,줄라이모닝,28543.0,9.0,3.0,2.0,1.0
44428,야무진새강자,2,3,0,6,28.83,36.82,5.0,45.33,5.0,,6,0,0,0,0,휴양마,999,우태율,록하드텐,31305.0,10.0,6.0,1.0,1.0,쿨터치,34643.0,14.0,2.0,1.0,2.0
44009,야무진왕초,1,3,0,4,42.0,41.71,52.46,51.83,50.06,,12,1,3,0,"46,100",안병기,22,우태율,지롤라모,40246.0,11.0,5.0,0.0,1.0,양키참,34920.0,3.0,0.0,0.0,0.0
46509,야무진재수,0,3,1,4,59.71,43.34,16.89,64.97,5.0,,6,0,1,0,"16,200",안병기,22,우태율,CONNECT,6114907.0,8.0,6.0,0.0,1.0,LUXURIOUS,6124793.0,0.0,0.0,0.0,0.0
41346,야호골든캣,1,5,0,3,57.52,51.6,61.35,56.53,67.23,,23,4,4,4,"183,040",휴양마,999,이태식,피스룰즈,25790.0,19.0,9.0,2.0,2.0,축제,26737.0,15.0,0.0,4.0,1.0
43803,어나더레벨,2,3,0,6,46.94,44.62,5.0,59.35,5.0,,4,0,0,2,"11,200",전승규,25,이관형,에치드,41547.0,11.0,7.0,0.0,0.0,헤이퀸,34561.0,24.0,4.0,6.0,2.0
43107,어디가나,2,4,0,3,57.4,94.89,43.56,59.52,70.67,,15,4,0,2,"306,750",김윤섭,32,에스지이건설,스마티문학,29014.0,14.0,9.0,2.0,1.0,베네피셜프렌드,36344.0,0.0,0.0,0.0,0.0
43608,어마어마,1,5,1,1,100.0,100.0,70.24,76.64,50.06,,19,13,2,2,"1,730,500",송문길,40,(주)나스카,ALGORITHMS,6969068.0,3.0,3.0,0.0,0.0,LIGNITE,6105827.0,10.0,2.0,3.0,1.0
40842,어메이징위즈,2,5,0,4,51.72,48.8,43.56,53.49,50.06,,23,2,3,3,"100,200",송문길,40,최몽주,록하드텐,31305.0,10.0,6.0,1.0,1.0,어메이징파티,27062.0,4.0,0.0,0.0,0.0
42918,어서와,1,4,0,4,53.37,45.66,61.35,53.25,56.93,,20,2,3,3,"94,820",휴양마,999,강용식,카우보이칼,38391.0,19.0,7.0,5.0,2.0,허드잇비포,33030.0,0.0,0.0,0.0,0.0
51585,어카운트,2,2,1,4,39.95,38.1,5.0,58.33,5.0,,3,0,0,0,"3,000",곽영효,19,나기두,BLAME,6821213.0,13.0,9.0,2.0,2.0,LENGTH,6119161.0,8.0,1.0,1.0,1.0
42374,엄청난걸,2,4,0,5,36.12,38.68,34.67,55.46,5.0,,17,0,2,0,"11,590",박병일,27,임한용,미스치비어슬리,38245.0,26.0,3.0,2.0,7.0,백두캣,31314.0,9.0,1.0,2.0,0.0
41795,엉클오,1,6,1,2,67.94,58.0,43.56,58.98,46.63,,15,4,0,4,"167,360",이신영,14,오종택,제이피즈거스토,41868.0,12.0,5.0,3.0,0.0,GINABLU,6105703.0,3.0,0.0,0.0,0.0
42507,에너자이저,1,4,0,4,62.23,47.87,56.9,62.5,46.63,,16,2,4,2,"92,590",이준철,48,박재홍,올드패션드,37972.0,6.0,4.0,2.0,0.0,엑스파일,25833.0,40.0,5.0,4.0,11.0
42885,에스테이크,2,4,0,4,49.0,54.86,34.67,48.47,50.06,,15,2,2,1,"62,040",휴양마,999,이성님,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,에스에스벨,27544.0,47.0,9.0,4.0,3.0
45901,에이스퀸,2,2,0,6,16.07,36.82,5.0,46.14,5.0,,1,0,0,0,0,최봉주,16,우상우,일루시브블러프,43421.0,2.0,2.0,0.0,0.0,롤링온스트롱,23696.0,17.0,4.0,1.0,3.0
44806,에이스플랜,1,3,0,5,45.9,39.61,52.46,52.89,50.06,,13,1,1,1,"29,550",홍대유,6,황봉기,플랜,36738.0,9.0,2.0,1.0,0.0,세인트에티엔,36741.0,0.0,0.0,0.0,0.0
41356,에이스함성,1,5,0,3,55.59,50.32,61.35,53.62,74.1,,25,4,4,8,"198,025",이관호,42,황의영,디바인파크,36735.0,9.0,6.0,0.0,0.0,러세미러,15225.0,4.0,2.0,0.0,0.0
45727,에이원스타,1,2,0,4,56.21,57.65,43.56,70.73,29.46,,5,1,1,2,"66,150",김동철,53,금악목장,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,플래시어필,40141.0,19.0,2.0,6.0,2.0
40303,에이투제트,1,5,0,3,59.6,49.85,56.9,51.59,61.46,,24,3,4,3,"156,820",휴양마,999,최성룡,피스룰즈,25790.0,19.0,9.0,2.0,2.0,최초로,24174.0,33.0,6.0,2.0,5.0
41253,에이피파텍,1,5,0,3,54.45,48.46,70.24,54.11,56.93,,26,3,5,4,"160,680",서범석,12,기무라요시아키,사담파테크,36742.0,30.0,6.0,2.0,3.0,빅파워,27425.0,29.0,4.0,2.0,2.0
41889,에코빌,1,5,1,2,71.65,48.11,43.56,63.37,67.23,,20,2,7,3,"184,320",휴양마,999,이일형,DAREDEVIL,6108940.0,5.0,2.0,1.0,0.0,SWEET DREAMY SYN,6965741.0,20.0,2.0,2.0,0.0
43663,에코존,1,3,0,5,44.47,42.75,52.46,56.71,50.06,,10,1,1,1,"31,450",김동철,53,양순희,피스룰즈,25790.0,19.0,9.0,2.0,2.0,동방미인,23195.0,22.0,5.0,2.0,3.0
45498,에펠탑,1,2,0,6,44.89,38.68,5.0,61.04,5.0,,3,0,0,1,"3,500",심승태,37,오종환,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,플라이퀸,18192.0,34.0,7.0,6.0,9.0
43313,엑톤질주,1,4,0,4,58.06,45.2,52.46,54.73,39.76,,14,2,2,0,"59,440",손영표,2,황경호,엑톤파크,24050.0,23.0,6.0,4.0,6.0,신용퀸,28490.0,16.0,3.0,5.0,0.0
44380,엔비전사,1,3,0,6,17.48,38.91,5.0,36.39,5.0,,7,0,0,1,"7,600",휴양마,999,김용래,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,라인잇업,40226.0,11.0,1.0,4.0,3.0
41892,엘리트라인,1,5,1,4,44.21,41.24,34.67,46.35,77.53,,23,1,0,3,"74,110",이희영,13,태희종합건설,LINE OF DAVID,6964805.0,7.0,3.0,0.0,1.0,COUNTTHEBLESSINGS,6677561.0,11.0,4.0,2.0,0.0
42369,엘리트룰즈,2,4,0,4,47.6,46.13,39.12,59.1,43.19,,17,2,1,3,"71,070",이희영,13,태희종합건설,피스룰즈,25790.0,19.0,9.0,2.0,2.0,월드클래스Ⅱ,33017.0,2.0,0.0,0.0,0.0
42046,엠제이베스트,1,4,0,3,60.97,63.0,52.46,60.44,45.46,,17,3,3,2,"133,740",휴양마,999,박정재,카우보이칼,38391.0,19.0,7.0,5.0,2.0,주얼리파티,32396.0,26.0,5.0,5.0,2.0
42468,엠제이스톰,1,4,0,5,29.77,44.85,43.56,47.73,5.0,,22,0,1,2,"28,750",휴양마,999,박정재,메니피,20256.0,11.0,5.0,4.0,1.0,스마트타임,31551.0,21.0,5.0,5.0,1.0
43982,엠제이타임,2,3,0,5,36.93,42.99,34.67,45.24,5.0,,9,0,2,1,"19,900",박재우,50,박정재,에치드,41547.0,11.0,7.0,0.0,0.0,스마트타임,31551.0,21.0,5.0,5.0,1.0
41697,엠제이파워,0,6,1,1,80.63,66.14,65.79,67.97,45.94,,29,5,5,5,"456,700",문병기,21,박정재,CENTRAL BANKER,6993812.0,13.0,4.0,3.0,2.0,MAKING A POINT,6115276.0,0.0,0.0,0.0,0.0
45458,엠제이포인트,2,4,1,4,60.16,48.22,16.89,61.62,5.0,,20,0,2,5,"92,000",문병기,21,박민지,BUSTIN STONES,6772792.0,6.0,6.0,0.0,0.0,MAKING A POINT,6115276.0,0.0,0.0,0.0,0.0
44856,연희사랑,2,3,0,6,35.83,37.75,5.0,50.77,5.0,,10,0,0,0,"6,100",홍대유,6,김인호,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,콰이어트터치,27476.0,5.0,0.0,2.0,1.0
40530,연희일출,2,5,0,1,76.76,78.36,52.46,68.63,42.03,,21,6,2,4,"300,640",이준철,48,최병권,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,빅타임,26440.0,23.0,4.0,2.0,1.0
41149,열린문,1,5,0,3,57.49,51.71,43.56,56.8,50.06,,26,4,5,3,"182,260",휴양마,999,김재성,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,히어즈벨라,36696.0,11.0,1.0,3.0,1.0
42542,영광의미소,2,4,0,4,64.89,62.88,52.46,59.53,44.91,,17,4,1,4,"123,860",휴양마,999,변창덕,한센,32990.0,9.0,5.0,2.0,0.0,퍼펙트스킵,31212.0,8.0,1.0,2.0,0.0
46260,영영삭스,2,2,0,6,45.71,36.82,5.0,56.71,5.0,,1,0,0,0,0,이신영,14,김창식,PAYNTER,6970674.0,11.0,4.0,4.0,0.0,어바이드,44960.0,3.0,1.0,0.0,0.0
42309,영웅대마,0,4,0,5,51.12,41.12,34.67,62.16,50.06,,21,1,1,1,"41,130",정호익,10,김광명,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,커멘섀리,20734.0,24.0,0.0,4.0,3.0
44132,예술이야,0,3,0,5,50.3,49.04,52.46,56.59,43.19,,7,1,1,1,"40,200",휴양마,999,강무웅,유로실버,33115.0,11.0,4.0,4.0,0.0,그레이스,32054.0,24.0,4.0,2.0,1.0
42561,옐로우캣,2,4,0,3,68.56,90.58,34.67,63.11,51.78,,8,4,1,1,"130,400",휴양마,999,박정배,인디밴드,28545.0,13.0,8.0,1.0,2.0,와일드캣,24690.0,15.0,4.0,3.0,0.0
43955,오래함께하자,0,3,0,3,68.29,65.68,70.24,50.09,68.33,,7,3,2,1,"106,200",이준철,48,임한용,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,패션드,36312.0,2.0,0.0,0.0,0.0
46251,오섬스프링스,0,4,1,4,17.55,36.82,5.0,35.25,5.0,,5,0,0,0,0,손영표,2,황경호,AWESOME AGAIN,6248320.0,12.0,9.0,0.0,2.0,ALISA'S CATCH,6113536.0,0.0,0.0,0.0,0.0
44107,오천복,2,3,0,4,29.65,61.49,34.67,55.22,50.06,,6,2,1,0,"53,200",휴양마,999,박정배,메니피,20256.0,11.0,5.0,4.0,1.0,팔메토플래터,35533.0,0.0,0.0,0.0,0.0
42867,옥동공주,2,4,0,5,48.18,42.75,34.67,57.29,5.0,,18,0,2,1,"30,800",손영표,2,황경호,RUN AWAY AND HIDE,6772788.0,3.0,3.0,0.0,0.0,폰트,41557.0,14.0,3.0,1.0,2.0
43515,옥룡,0,5,1,4,47.96,43.68,61.35,47.27,56.93,,23,1,3,1,"91,250",강성오,9,이긍열,언캡처드,44993.0,18.0,7.0,3.0,3.0,WILD MEGGIE MEG,6927078.0,9.0,3.0,0.0,1.0
42386,옥스퍼드킹,1,4,0,2,73.9,68.47,65.79,68.47,43.19,,17,5,3,1,"198,650",박재우,50,이긍열,SUMMER FRONT,6106652.0,23.0,8.0,6.0,3.0,옥스포드베이브즈,40144.0,4.0,1.0,0.0,1.0
44555,옥천최강,1,3,0,5,50.3,42.75,52.46,56.24,5.0,,7,0,2,0,"21,600",곽영효,19,이재민,지롤라모,40246.0,11.0,5.0,0.0,1.0,무한신뢰,28612.0,16.0,2.0,3.0,2.0
41169,온리위너,2,5,0,5,49.29,44.03,43.56,59.35,50.06,,20,1,2,2,"54,520",송문길,40,손병철,올드패션드,37972.0,6.0,4.0,2.0,0.0,기억날그날,24463.0,18.0,5.0,1.0,3.0
43082,온포인트,1,4,0,3,62.38,54.62,61.35,57.26,53.5,,16,4,4,3,"134,780",휴양마,999,박호균,밥앤드존,36729.0,14.0,5.0,3.0,3.0,아너드,36652.0,12.0,0.0,2.0,1.0
44142,올가림,1,3,0,5,50.86,45.2,52.46,54.94,43.19,,12,1,1,1,"47,200",휴양마,999,임수복,한센,32990.0,9.0,5.0,2.0,0.0,템플테이션,32878.0,0.0,0.0,0.0,0.0
43880,올드스타트,0,3,0,5,50.9,49.62,43.56,57.27,29.46,,10,1,0,1,"43,800",손영표,2,황경호,올드패션드,37972.0,6.0,4.0,2.0,0.0,인디언파크,32261.0,15.0,3.0,2.0,0.0
44497,올포유어드림,1,3,0,5,52.71,50.08,52.46,64.83,56.93,,6,1,1,1,"35,050",신삼영,41,서창식,맘보트레인,29287.0,29.0,2.0,3.0,3.0,스마트체스넛,31067.0,20.0,1.0,2.0,3.0
45162,와우와우,1,3,0,3,65.92,76.03,70.24,55.67,58.65,,11,4,4,1,"229,700",송문길,40,(주)나스카,카우보이칼,38391.0,19.0,7.0,5.0,2.0,짝꿍,27049.0,26.0,6.0,1.0,4.0
44796,와일드러너,2,3,0,5,54.6,56.48,34.67,62.23,43.19,,5,1,0,2,"36,000",이관호,42,황은호,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,와일드러시크릭,25735.0,0.0,0.0,0.0,0.0
44287,와일드삭스,1,3,0,3,60.74,57.65,61.35,62.19,50.06,,12,4,2,0,"159,900",이관호,42,김창식,한센,32990.0,9.0,5.0,2.0,0.0,엠파이어캔디,34876.0,8.0,0.0,0.0,0.0
40399,와일드킹덤,1,5,0,4,51.83,47.29,61.35,50.4,56.93,,21,2,2,4,"107,040",배휴준,29,양현모,COMPETITIVE EDGE,6106674.0,3.0,3.0,0.0,0.0,드림스펠,38285.0,12.0,2.0,3.0,0.0
45449,와일들리로맨틱,1,4,1,2,61.56,55.2,56.9,62.33,46.63,,12,4,2,1,"146,890",안병기,22,우태율,바이언,50008.0,15.0,6.0,1.0,3.0,ROMANTIC STORM,6127634.0,0.0,0.0,0.0,0.0
41598,왕벚꽃,0,6,1,1,79.92,72.78,70.24,64.87,44.91,,20,4,5,1,"450,580",최봉주,16,김원숙,DISCREET CAT,6771817.0,9.0,6.0,0.0,2.0,FOLK,6798457.0,9.0,3.0,1.0,1.0
46082,용비서울,1,2,0,5,67.94,88.72,43.56,71.34,29.46,,1,1,0,0,"33,000",휴양마,999,정성진,선더모카신,33119.0,2.0,2.0,0.0,0.0,엑톤신화,34985.0,19.0,2.0,2.0,5.0
46337,용비퀸,2,2,0,6,40.77,36.82,5.0,54.27,5.0,,1,0,0,0,0,휴양마,999,정성진,한센,32990.0,9.0,5.0,2.0,0.0,로드언드프레이즈,38171.0,3.0,0.0,0.0,0.0
43712,용암보스,1,3,0,4,53.12,46.48,61.35,57.79,52.33,,12,3,1,2,"91,150",곽영효,19,김학록,카우보이칼,38391.0,19.0,7.0,5.0,2.0,엘리사타운,36612.0,7.0,0.0,2.0,0.0
44910,용천지상,0,3,0,5,46.42,39.26,52.46,54.73,5.0,,7,0,2,0,"15,550",휴양마,999,함평제일,선더모카신,33119.0,2.0,2.0,0.0,0.0,볼륨업,28441.0,23.0,3.0,1.0,4.0
