마번,마명,성별,연령,산지,level,스피드(100),수득상금(100),부담력(100),지구력(100),우승거리(100),레이팅,총경기,1st,2st,3st,수득상금(천원),조교사이름,조교사번호,마주,부마명,부마번,총경기_F,1st_F,2st_F,3st_F,모마명,모마번,총경기_M,1st_M,2st_M,3st_M
45027,가나패션,2,3,0,4,63.49,59.51,39.12,63.86,5.0,,5,0,4,1,"40,800",안해양,26,김한수,올드패션드,37972.0,6.0,4.0,2.0,0.0,찬란한여명,28416.0,4.0,3.0,0.0,0.0
39021,가로수길,1,6,0,2,62.24,72.89,61.35,56.08,77.53,,13,5,3,0,"202,880",리카디,34,홍종철,채플로열,31302.0,7.0,3.0,2.0,1.0,협동,14732.0,30.0,1.0,1.0,2.0
43765,갈색향기,2,3,0,5,50.16,42.99,34.67,63.45,5.0,,10,0,2,1,"22,900",휴양마,999,김광명,메니피,20256.0,11.0,5.0,4.0,1.0,휴지호프,36614.0,29.0,2.0,2.0,2.0
44650,감곡선샤인,2,3,0,5,39.53,41.94,34.67,59.01,77.53,,6,1,0,0,"14,750",심승태,37,손칠규,에이스갤러퍼,22931.0,37.0,20.0,11.0,1.0,드림갤러퍼,31375.0,3.0,0.0,0.0,0.0
45187,강력한지금,1,2,0,4,58.06,44.03,39.12,56.57,56.93,,6,1,1,0,"27,550",홍대유,6,금악목장,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,금악여제,35196.0,10.0,4.0,1.0,1.0
43772,강서돌풍,1,3,0,6,16.07,36.82,5.0,46.41,5.0,,3,0,0,0,0,강성오,9,(주)디알엠씨티,메니피,20256.0,11.0,5.0,4.0,1.0,강철나비,22115.0,21.0,5.0,1.0,0.0
43808,강철부대,1,3,0,6,25.95,38.91,5.0,46.79,5.0,,5,0,0,1,"5,500",심승태,37,오종환,선더모카신,33119.0,2.0,2.0,0.0,0.0,플라이위너,27542.0,26.0,1.0,1.0,4.0
45919,강철여걸,2,2,0,6,45.71,39.26,5.0,66.46,5.0,,2,0,0,0,"2,400",유재길,23,허건호,카우보이칼,38391.0,19.0,7.0,5.0,2.0,원신다임,18681.0,23.0,5.0,3.0,1.0
37703,강토마,0,7,0,1,73.9,80.11,65.79,56.75,66.55,,35,10,8,2,"649,000",정호익,10,김광명,테스타마타,34428.0,38.0,7.0,4.0,7.0,무한신조,26148.0,26.0,1.0,10.0,3.0
46025,강한퀸,2,2,0,6,44.47,45.55,5.0,59.96,5.0,,2,0,0,1,"8,400",홍대유,6,강수덕,아치아치아치,40056.0,7.0,3.0,1.0,1.0,골드웨이브,32285.0,27.0,4.0,6.0,3.0
45469,갤럭시삭스,2,2,0,6,40.77,36.82,5.0,68.09,5.0,,1,0,0,0,0,이신영,14,김창식,카우보이칼,38391.0,19.0,7.0,5.0,2.0,러브토어치,40167.0,0.0,0.0,0.0,0.0
41600,갤럽컬린,0,6,1,1,64.54,57.07,52.46,56.57,66.55,,24,5,2,4,"267,430",휴양마,999,이성인,CURLIN,6771774.0,16.0,11.0,2.0,2.0,COLONA,6112539.0,0.0,0.0,0.0,0.0
42939,거센돌풍,1,4,0,4,51.58,47.99,52.46,52.69,45.46,,17,3,1,3,"104,060",최상식,28,강석대,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,리걸조앤,38277.0,25.0,5.0,0.0,1.0
45615,거센챔프,1,2,0,6,45.71,39.15,5.0,59.96,5.0,,2,0,0,0,"3,000",이관호,42,강석대,머스킷맨,36732.0,16.0,6.0,3.0,5.0,큐비트윈,39108.0,0.0,0.0,0.0,0.0
44357,건곤일척,1,3,0,5,48.43,42.87,61.35,54.1,50.06,,10,1,1,2,"39,950",휴양마,999,서상주,지롤라모,40246.0,11.0,5.0,0.0,1.0,청상의별,36432.0,24.0,2.0,0.0,2.0
44802,걸작드림,2,3,0,5,52.81,48.92,34.67,57.42,5.0,,8,0,2,3,"40,000",박윤규,4,박덕희,한센,32990.0,9.0,5.0,2.0,0.0,멀티럭,30901.0,26.0,5.0,3.0,2.0
43111,걸작맨,0,4,0,5,38.51,39.49,52.46,53.74,43.19,,23,1,0,1,"39,960",박윤규,4,박덕희,커널존,38332.0,15.0,6.0,3.0,1.0,패리실튼,25574.0,0.0,0.0,0.0,0.0
45512,걸작선,2,2,0,5,44.89,59.63,25.78,63.75,43.19,,3,1,0,0,"33,000",박윤규,4,박덕희,올드패션드,37972.0,6.0,4.0,2.0,0.0,아르고챔프,32605.0,21.0,4.0,3.0,3.0
45227,검은질주,0,2,0,5,56.82,54.97,25.78,61.99,29.46,,4,1,1,0,"46,200",박윤규,4,박덕희,테스타마타,34428.0,38.0,7.0,4.0,7.0,래턴펑크,36600.0,4.0,1.0,0.0,0.0
40738,검포,1,5,0,3,65.9,52.06,56.9,60.24,36.33,,23,2,7,3,"183,410",박병일,27,드림커뮤니티,한센,32990.0,9.0,5.0,2.0,0.0,템파르니요,36646.0,35.0,8.0,8.0,2.0
41395,경부도령,1,5,0,4,51.09,43.68,52.46,46.4,77.53,,28,1,4,6,"100,060",유재길,23,허건호,경부대로,26618.0,32.0,12.0,7.0,8.0,아임레전드,23396.0,28.0,4.0,3.0,3.0
43266,고고고,1,4,0,6,31.24,40.54,61.35,50.78,5.0,,7,0,1,0,"8,700",서범석,12,청메이칭,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,명서공주,18768.0,15.0,3.0,1.0,0.0
42893,고고스타,2,4,0,5,51.77,49.27,16.89,56.96,43.19,,22,1,0,6,"65,110",김윤섭,32,김재용,카우보이칼,38391.0,19.0,7.0,5.0,2.0,마이패션,38345.0,10.0,1.0,1.0,0.0
44732,고마나루,1,3,0,6,42.62,41.71,52.46,51.42,5.0,,4,0,1,1,"10,250",구자흥,7,김근영,연승대로,21239.0,51.0,18.0,9.0,5.0,펠로스글로리,26716.0,22.0,1.0,1.0,1.0
45393,고스트울프,2,2,0,5,63.0,100.0,25.78,77.84,29.46,,1,1,0,0,"33,000",휴양마,999,(주)나스카,메니피,20256.0,11.0,5.0,4.0,1.0,스티클러,36715.0,1.0,0.0,0.0,0.0
46616,고스트참,1,2,0,6,40.77,38.45,5.0,63.61,5.0,,2,0,0,0,"2,000",이신영,14,김세민,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,영순위,22491.0,12.0,2.0,1.0,0.0
40566,고업,2,5,0,1,80.6,89.42,52.46,64.53,47.32,,16,5,5,0,"323,710",이희영,13,김정성,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,링더벨,36678.0,0.0,0.0,0.0,0.0
44869,고져스서브,2,3,0,5,54.18,54.74,34.67,62.16,56.93,,7,1,2,0,"45,200",김동균,52,박준배,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,헤이고져스,24032.0,10.0,1.0,2.0,3.0
46137,골드마이티,1,2,0,6,45.71,36.82,5.0,67.27,5.0,,1,0,0,0,0,우창구,5,유길상,올드패션드,37972.0,6.0,4.0,2.0,0.0,쉬저스트마이트,31267.0,11.0,1.0,0.0,2.0
42721,골드스파이크,2,4,0,5,47.63,45.08,39.12,56.16,50.06,,18,1,1,2,"45,680",송문길,40,박복용,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,금빛환희,29619.0,19.0,5.0,3.0,2.0
43832,골드윙,1,3,0,5,34.18,39.38,16.89,49.03,43.19,,9,1,0,0,"15,750",최영주,3,말사모,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,슈퍼드림,34675.0,14.0,1.0,0.0,1.0
42621,골드카이저,2,4,0,6,31.24,41.94,5.0,48.23,5.0,,7,0,0,2,"8,250",최영주,3,김근영,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,골드마인,32518.0,4.0,1.0,2.0,0.0
44741,골드케이,0,4,0,4,50.5,42.29,52.46,54.17,50.06,,17,2,1,3,"56,680",우창구,5,강경운,올드패션드,37972.0,6.0,4.0,2.0,0.0,문전옥답,21865.0,18.0,0.0,2.0,2.0
43991,골드파워,2,3,0,5,48.18,45.55,34.67,53.25,5.0,,4,0,2,0,"12,600",박재우,50,김은갑,한센,32990.0,9.0,5.0,2.0,0.0,여의골드,26878.0,25.0,5.0,4.0,2.0
44499,골든럭키,2,3,0,6,25.95,40.08,5.0,51.56,5.0,,3,0,0,1,"3,500",배대선,20,강종우,커널존,38332.0,15.0,6.0,3.0,1.0,신한우먼,24775.0,1.0,0.0,0.0,0.0
43604,골든서비스,0,5,1,3,55.83,43.8,70.24,52.49,80.97,,21,2,2,2,"80,810",최용구,8,강무웅,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,SUENO D'ORO,6990889.0,4.0,0.0,0.0,1.0
44881,골든아너,1,3,0,5,58.06,45.55,52.46,63.05,5.0,,5,0,2,1,"22,900",전승규,25,박기태,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,골든로즈,20886.0,43.0,7.0,8.0,3.0
43674,골든펄,2,3,0,6,35.83,36.82,5.0,51.42,5.0,,4,0,0,0,0,최용건,51,박준배,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,딜라이트펄송,33092.0,6.0,2.0,1.0,2.0
35364,광마힐,2,8,0,4,52.9,46.13,39.12,52.96,50.06,,46,3,1,5,"144,360",신삼영,41,안병렬,엑스플로잇,18206.0,6.0,5.0,1.0,0.0,조이라이드,17380.0,4.0,0.0,0.0,0.0
43804,광명성,1,3,0,6,5.36,36.82,5.0,38.01,5.0,,3,0,0,0,0,휴양마,999,오종환,선더모카신,33119.0,2.0,2.0,0.0,0.0,굿모닝,25339.0,15.0,3.0,1.0,2.0
41496,광양으뜸,0,5,0,4,23.48,45.2,52.46,33.58,43.19,,11,2,1,1,"41,900",박윤규,4,퍼플라인,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,당대미인,22355.0,10.0,1.0,2.0,2.0
45607,광치기,1,2,0,6,34.59,39.15,5.0,66.46,5.0,,2,0,0,0,"3,000",안병기,22,우태율,경부대로,26618.0,32.0,12.0,7.0,8.0,셀럽,32775.0,12.0,1.0,1.0,0.0
40849,교룡득수,1,5,0,3,61.42,53.11,43.56,57.75,43.19,,26,4,3,0,"181,000",김동철,53,(주)디알엠씨티,한센,32990.0,9.0,5.0,2.0,0.0,승리의함성,24553.0,34.0,6.0,2.0,3.0
42477,구억마알,2,4,0,4,60.94,62.88,39.12,61.49,36.33,,18,2,3,0,"80,800",안해양,26,임흥호,오피서,27420.0,9.0,6.0,1.0,1.0,임패션드댄서,16751.0,13.0,3.0,0.0,3.0
44003,국대클래스,0,3,0,4,45.71,59.74,52.46,59.63,46.63,,5,2,0,1,"60,100",최봉주,16,임한용,선더모카신,33119.0,2.0,2.0,0.0,0.0,선시드,25249.0,11.0,4.0,1.0,1.0
46520,국제공항,2,3,1,4,51.47,5.0,5.0,54.27,5.0,,3,0,0,0,0,강환민,31,배은정,언캡처드,44993.0,18.0,7.0,3.0,3.0,스패니시젬,44764.0,2.0,0.0,0.0,0.0
42742,국향,2,4,0,6,35.3,41.36,39.12,55.6,5.0,,14,0,1,1,"15,330",휴양마,999,박세용,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,디디스와일드캣,33069.0,14.0,2.0,2.0,3.0
44772,굿니센,1,3,0,5,66.09,48.46,52.46,64.43,43.19,,4,1,1,1,"36,400",박윤규,4,김지훈,한센,32990.0,9.0,5.0,2.0,0.0,포추니틀리,40151.0,0.0,0.0,0.0,0.0
45884,굿사이먼,2,2,0,6,49.41,36.82,5.0,70.93,5.0,,2,0,0,0,0,최영주,3,박준배,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,능인장,18390.0,0.0,0.0,0.0,0.0
45852,굿카보,0,2,0,6,42.42,38.1,5.0,51.56,5.0,,3,0,0,0,"2,400",박윤규,4,김지훈,카우보이칼,38391.0,19.0,7.0,5.0,2.0,해피댄서,29148.0,13.0,2.0,3.0,1.0
45673,굿필승,1,4,1,1,70.03,62.07,70.24,58.89,65.17,,13,5,4,1,"253,180",박윤규,4,김지훈,DISTORTED HUMOR,6306749.0,23.0,8.0,5.0,3.0,ROSSEZZA,6125327.0,5.0,1.0,1.0,0.0
42533,그랜드스타,1,4,0,5,39.95,40.08,56.9,48.65,5.0,,12,0,2,1,"20,120",휴양마,999,박정재,모던카우보이,39812.0,32.0,12.0,4.0,3.0,엠제이스타,30870.0,12.0,2.0,0.0,0.0
45624,그랜드실버,1,2,0,6,35.83,36.82,5.0,64.02,5.0,,1,0,0,0,0,휴양마,999,박정재,커널존,38332.0,15.0,6.0,3.0,1.0,와이어와이어,27079.0,22.0,2.0,3.0,4.0
43739,그랜드파워,1,3,0,5,47.36,40.77,52.46,54.63,5.0,,9,0,3,0,"24,700",심승태,37,박정재,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,알찬우승,13968.0,24.0,5.0,5.0,4.0
42951,그레이스리,0,4,0,6,5.0,39.38,5.0,22.4,5.0,,5,0,0,2,"9,100",박천서,54,이창모,올드패션드,37972.0,6.0,4.0,2.0,0.0,파인질주,23242.0,8.0,1.0,2.0,1.0
40627,그레이스퀸,2,5,0,4,54.25,50.08,43.56,53.32,51.78,,24,4,1,4,"111,810",홍대유,6,정이철,피스룰즈,25790.0,19.0,9.0,2.0,2.0,가문공주,21635.0,27.0,2.0,3.0,1.0
43411,그레이캣,1,4,0,2,65.1,54.27,61.35,58.62,62.08,,20,4,6,3,"234,560",서홍수,24,김명식,카우보이칼,38391.0,19.0,7.0,5.0,2.0,플래쉬디만티너,36695.0,9.0,0.0,3.0,1.0
44685,그레이토르,0,3,0,5,54.77,49.39,52.46,54.81,43.19,,6,1,2,0,"39,600",안해양,26,제일우,피스룰즈,25790.0,19.0,9.0,2.0,2.0,위대한참전,34688.0,5.0,0.0,0.0,0.0
43747,그레이트매직,0,3,0,6,27.6,37.87,5.0,55.89,5.0,,3,0,0,0,"1,600",최봉주,16,윤지중,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,그레이트엔젤,26633.0,5.0,0.0,2.0,0.0
46258,그레이트선더,1,4,0,4,54.77,51.36,52.46,57.32,43.19,,12,2,2,1,"77,410",최용건,51,조건진,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,대왕대비,31706.0,6.0,0.0,0.0,0.0
45359,그로우,2,2,0,6,50.65,36.82,5.0,75.4,5.0,,1,0,0,0,0,김동균,52,배석두,선더모카신,33119.0,2.0,2.0,0.0,0.0,대효,19415.0,41.0,5.0,3.0,8.0
38969,그린다르크,2,6,0,3,56.26,64.4,48.01,56.14,51.44,,33,5,3,3,"228,890",구자흥,7,김재영,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,매그니피션이미지,34892.0,16.0,2.0,2.0,1.0
44834,그린드래건,2,3,0,4,57.65,68.0,34.67,59.28,46.63,,6,2,1,0,"67,400",홍대유,6,김재영,아치아치아치,40056.0,7.0,3.0,1.0,1.0,용두성,24922.0,15.0,9.0,3.0,1.0
43995,그린백,2,3,0,5,61.65,54.74,25.78,59.96,29.46,,11,1,0,3,"58,050",박천서,54,이진경,커널존,38332.0,15.0,6.0,3.0,1.0,스페셜킹덤,30243.0,18.0,5.0,0.0,0.0
45813,그린불패,2,2,0,6,35.83,36.82,5.0,63.21,5.0,,1,0,0,0,0,구자흥,7,김재영,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,대각힐원만,30706.0,18.0,2.0,2.0,2.0
45697,그린스파크,2,2,0,4,67.94,96.63,43.56,60.36,39.76,,4,2,1,0,"115,250",홍대유,6,김재영,라이언메탈,34637.0,5.0,1.0,3.0,1.0,레이디프레스카,34538.0,13.0,2.0,1.0,3.0
45654,그린질주,2,4,1,4,49.94,40.77,16.89,56.18,56.93,,14,1,0,1,"43,400",휴양마,999,김재영,FLAT OUT,6103311.0,29.0,9.0,5.0,5.0,OH CARAMEL,6104050.0,23.0,4.0,0.0,2.0
42799,그린폭주,2,4,0,4,55.59,52.18,43.56,58.97,43.19,,23,1,3,3,"83,720",휴양마,999,김재영,올드패션드,37972.0,6.0,4.0,2.0,0.0,지봉블루,33871.0,4.0,2.0,0.0,1.0
42564,그린필스타,2,4,0,5,50.65,45.66,34.67,55.08,43.19,,15,1,1,2,"36,980",홍대유,6,김재영,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,라이트마이월드,41534.0,8.0,1.0,0.0,3.0
46445,글로리뷰,0,3,1,4,28.42,36.82,5.0,41.06,5.0,,4,0,0,0,0,휴양마,999,김봉섭,오버애널라이즈,45082.0,11.0,4.0,0.0,2.0,DEBASE THE DOLLAR,6105606.0,0.0,0.0,0.0,0.0
45892,글로리앤아너,2,2,0,6,38.3,36.82,5.0,61.18,5.0,,2,0,0,0,0,김동균,52,박정배,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,벤트온글로리,36613.0,3.0,0.0,0.0,1.0
46015,글로리케이,2,2,0,5,70.41,64.16,25.78,75.4,5.0,,2,0,2,0,"26,400",배대선,20,강경운,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,한반도정복,28284.0,38.0,4.0,3.0,2.0
45266,글로벌강타,1,2,0,6,50.65,40.19,5.0,62.4,5.0,,4,0,0,1,"8,600",최상식,28,장재형,카우보이칼,38391.0,19.0,7.0,5.0,2.0,스타어브아바,29433.0,5.0,0.0,0.0,0.0
41091,글로벌골드,0,5,0,4,59.82,47.29,52.46,64.02,45.46,,21,3,0,5,"123,370",최상식,28,장재형,선더모카신,33119.0,2.0,2.0,0.0,0.0,캐노피로드,36647.0,0.0,0.0,0.0,0.0
43589,글로벌럭키,2,5,1,4,53.85,42.87,16.89,55.05,5.0,,27,0,1,3,"60,160",최상식,28,장재형,STAY THIRSTY,6969080.0,17.0,5.0,5.0,1.0,SHORT IRON,6125842.0,6.0,1.0,1.0,1.0
44465,글로벌매직,1,3,0,4,62.18,50.67,43.56,62.87,43.19,,12,1,2,3,"76,000",최상식,28,장재형,카우보이칼,38391.0,19.0,7.0,5.0,2.0,블루제라늄,34888.0,12.0,2.0,5.0,0.0
43713,글로벌보배,1,3,0,4,60.53,65.79,56.9,65.65,43.19,,8,3,1,2,"125,400",최상식,28,장재형,카우보이칼,38391.0,19.0,7.0,5.0,2.0,이상화,21264.0,24.0,5.0,2.0,0.0
43495,글로벌삭스,0,5,1,2,64.54,62.07,70.24,58.69,63.8,,16,5,4,1,"228,090",강성오,9,김창식,MUNNINGS,6964691.0,14.0,4.0,2.0,5.0,LET IT GO LADY,6105199.0,0.0,0.0,0.0,0.0
40327,글로벌선,2,5,0,4,52.11,48.11,48.01,53.57,44.91,,27,4,1,2,"122,250",최상식,28,장재형,한센,32990.0,9.0,5.0,2.0,0.0,그라운드룰러,34605.0,1.0,0.0,0.0,0.0
43100,글로벌스톰,0,4,0,4,41.18,40.77,52.46,52.28,53.5,,18,2,0,1,"51,200",최상식,28,장재형,엑스플로잇,18206.0,6.0,5.0,1.0,0.0,미스퍼스낼러티,20311.0,2.0,0.0,0.0,1.0
44920,글로벌신화,1,4,1,3,64.14,50.32,70.24,62.58,43.19,,13,1,4,3,"90,800",최상식,28,장재형,섀클포드,45050.0,20.0,6.0,5.0,1.0,AMERICAN COUNTY,6114370.0,16.0,4.0,3.0,4.0
43109,글로벌영웅,1,4,0,3,59.49,47.76,70.24,62.44,50.06,,19,3,3,2,"112,060",최상식,28,장재형,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,모테가,38275.0,18.0,5.0,1.0,1.0
45425,글로벌찬가,2,2,0,5,66.71,84.76,25.78,71.74,29.46,,2,1,1,0,"46,200",최상식,28,장재형,한센,32990.0,9.0,5.0,2.0,0.0,님의찬가,24475.0,19.0,1.0,2.0,1.0
44495,글로벌캐슬,2,3,0,5,6.19,43.92,34.67,43.57,43.19,,6,1,0,0,"15,350",홍대유,6,송한우,카우보이칼,38391.0,19.0,7.0,5.0,2.0,하버걸,33098.0,8.0,1.0,2.0,2.0
41745,글로벌캡틴,1,6,1,1,87.52,71.03,65.79,71.07,41.48,,27,8,1,3,"560,050",정호익,10,장재형,MUNNINGS,6964691.0,14.0,4.0,2.0,5.0,QUEEN MERCURY,6980329.0,27.0,3.0,5.0,3.0
45635,글로벌파워,1,2,0,5,64.24,54.27,43.56,70.52,29.46,,4,1,0,1,"44,400",최상식,28,장재형,카우보이칼,38391.0,19.0,7.0,5.0,2.0,라이드미투더문,29416.0,10.0,1.0,2.0,2.0
43708,글로벌프라임,2,3,0,5,52.5,49.27,34.67,58.84,50.06,,8,1,1,1,"36,950",최상식,28,장재형,메니피,20256.0,11.0,5.0,4.0,1.0,드림딜라이트,39749.0,4.0,0.0,0.0,0.0
38851,금로열,1,6,0,2,63.88,53.23,61.35,60.13,48.69,,28,5,4,2,"238,760",우창구,5,배태곤,채플로열,31302.0,7.0,3.0,2.0,1.0,싱그러운초원,27002.0,20.0,1.0,2.0,2.0
46188,금빛마,1,2,0,6,66.71,45.43,43.56,66.66,5.0,,4,0,1,1,"21,800",이관호,42,(주)디알엠씨티,카우보이칼,38391.0,19.0,7.0,5.0,2.0,스피닝얀,31241.0,21.0,3.0,4.0,3.0
45371,금빛천하,1,2,0,6,50.65,36.82,5.0,73.78,5.0,,1,0,0,0,0,신삼영,41,퍼플라인,퍼지,39750.0,15.0,6.0,1.0,2.0,금빛공주,35921.0,9.0,0.0,2.0,2.0
42830,금성세계,1,4,0,5,42.89,41.01,56.9,45.56,43.19,,14,1,1,2,"26,260",박재우,50,조창규,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,멋진세계,19172.0,39.0,3.0,6.0,6.0
44136,금성스피드,2,3,0,5,43.24,44.03,34.67,56.47,43.19,,7,1,0,1,"20,600",휴양마,999,조창규,한센,32990.0,9.0,5.0,2.0,0.0,블루차밍,25236.0,28.0,4.0,2.0,4.0
45804,금성시대,1,2,0,6,56.82,41.59,5.0,67.27,5.0,,2,0,0,0,"6,000",휴양마,999,조창규,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,할란즈크라운,36707.0,19.0,5.0,4.0,2.0
44138,금성크라운,1,3,0,4,35.83,47.99,52.46,47.05,50.06,,8,2,0,2,"51,750",휴양마,999,조창규,유로실버,33115.0,11.0,4.0,4.0,0.0,할란즈크라운,36707.0,19.0,5.0,4.0,2.0
45971,금성탈환,1,2,0,6,16.07,36.82,5.0,39.64,5.0,,1,0,0,0,0,손영표,2,조창규,지롤라모,40246.0,11.0,5.0,0.0,1.0,레모니시마,27166.0,15.0,0.0,1.0,4.0
44546,금성환희,1,3,0,5,39.74,40.43,52.46,49.46,50.06,,12,1,2,0,"33,350",손영표,2,조창규,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,레모니시마,27166.0,15.0,0.0,1.0,4.0
43400,금세다,0,4,0,4,37.89,41.24,61.35,49.49,77.53,,24,2,2,2,"71,340",박병일,27,배태곤,테스타마타,34428.0,38.0,7.0,4.0,7.0,금순이검지,31685.0,21.0,1.0,5.0,1.0
42353,금아스위프트,0,4,0,5,46.86,40.66,52.46,54.86,5.0,,15,0,2,2,"24,200",휴양마,999,금아산업(주),카우보이칼,38391.0,19.0,7.0,5.0,2.0,메이크잇애니웨어,39740.0,4.0,0.0,1.0,1.0
44694,금아시크,2,3,0,5,55.59,46.83,34.67,54.27,5.0,,7,0,2,1,"25,200",리카디,34,금아산업(주),ENGLISH CHANNEL,6529748.0,23.0,13.0,4.0,1.0,아켈레오,43298.0,7.0,0.0,0.0,0.0
38457,금아애크미,1,6,0,1,60.73,61.6,61.35,54.76,67.23,,25,6,3,2,"345,010",휴양마,999,금아산업(주),홍지,15625.0,44.0,12.0,13.0,5.0,미스트래블린,13969.0,31.0,5.0,2.0,1.0
45763,금아얼루어,2,2,0,5,58.06,47.41,5.0,64.51,5.0,,5,0,0,3,"25,400",이관호,42,금아산업(주),카우보이칼,38391.0,19.0,7.0,5.0,2.0,이상화,21264.0,24.0,5.0,2.0,0.0
44708,금아위티,2,3,0,6,39.53,38.1,5.0,53.76,5.0,,8,0,0,1,"6,350",박천서,54,금아산업(주),퍼지,39750.0,15.0,6.0,1.0,2.0,이월,38151.0,10.0,0.0,0.0,0.0
45516,금아파이어리,1,2,0,6,50.65,36.82,5.0,65.65,5.0,,1,0,0,0,0,이준철,48,금아산업(주),퍼지,39750.0,15.0,6.0,1.0,2.0,인디언파크,32261.0,15.0,3.0,2.0,0.0
43761,금아포쉬,2,3,0,6,5.0,36.82,5.0,34.76,5.0,,1,0,0,0,0,리카디,34,금아산업(주),한센,32990.0,9.0,5.0,2.0,0.0,행주산성,27996.0,6.0,1.0,0.0,0.0
41898,금자유,2,5,1,3,58.82,53.69,61.35,58.61,50.06,,26,2,3,3,"155,090",박병일,27,배태곤,MORNING LINE,6864050.0,15.0,5.0,4.0,2.0,FREEDOM FIRE,6108093.0,0.0,0.0,0.0,0.0
46474,기쁨환호,1,2,0,5,59.71,51.95,43.56,66.73,5.0,,3,0,2,0,"28,800",이준철,48,김경남,제이피즈거스토,41868.0,12.0,5.0,3.0,0.0,테이크미어웨이투,36691.0,43.0,4.0,3.0,5.0
42802,김천영웅,0,4,0,4,46.2,46.94,61.35,53.13,56.93,,10,1,2,1,"32,780",최영주,3,말사모,록하드텐,31305.0,10.0,6.0,1.0,1.0,뜨거운환호,21315.0,26.0,2.0,2.0,3.0
43170,깡돌이,2,4,0,5,42.25,39.49,12.44,52.72,5.0,,20,0,2,2,"30,800",서홍수,24,김영진,한센,32990.0,9.0,5.0,2.0,0.0,리걸멕,18119.0,11.0,1.0,2.0,0.0
45522,꿈의순간,2,2,0,6,65.47,64.16,25.78,72.96,5.0,,1,0,1,0,"13,200",송문길,40,정형철,메니피,20256.0,11.0,5.0,4.0,1.0,프리릴리스,36363.0,2.0,0.0,0.0,1.0
43290,나나랜드,2,4,0,5,44.89,40.77,34.67,59.6,5.0,,9,0,2,1,"20,200",휴양마,999,이관형,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,찬란한여명,28416.0,4.0,3.0,0.0,0.0
45194,나노메타,1,2,0,5,69.59,65.33,43.56,74.32,5.0,,3,0,2,1,"54,400",안해양,26,임두인,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,얼음공주,35257.0,14.0,3.0,2.0,1.0
44771,나올세상,2,3,0,5,53.61,46.13,34.67,60.93,43.19,,5,1,0,0,"16,750",휴양마,999,이경호a,한센,32990.0,9.0,5.0,2.0,0.0,커리큘러,40202.0,9.0,0.0,1.0,3.0
46099,나올스나이퍼,1,2,0,4,66.95,69.87,43.56,67.76,45.46,,5,3,1,0,"104,950",이준철,48,이경호a,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,가니쉬드웨이지스,40183.0,33.0,2.0,3.0,4.0
46378,나올스카이,2,2,0,6,39.53,39.26,5.0,62.4,5.0,,2,0,0,0,"2,400",휴양마,999,이경호a,FED BIZ,6102222.0,19.0,6.0,3.0,3.0,페퍼딘걸,45016.0,2.0,0.0,0.0,0.0
45257,나올시대,1,2,0,6,18.54,36.82,5.0,49.39,5.0,,1,0,0,0,0,조현수,11,이경호a,MACLEAN'S MUSIC,6969041.0,1.0,1.0,0.0,0.0,더파워오브스포트,44986.0,0.0,0.0,0.0,0.0
44334,나올에이스,1,3,0,5,48.67,42.87,52.46,58.01,43.19,,5,1,0,0,"25,250",휴양마,999,이경호a,한센,32990.0,9.0,5.0,2.0,0.0,어너러리갤럽,36636.0,47.0,7.0,4.0,5.0
45886,나올천지,2,2,0,5,71.65,79.76,25.78,66.46,29.46,,2,1,0,1,"41,400",곽영효,19,이경호a,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,와일드캣,24690.0,15.0,4.0,3.0,0.0
44340,나올킹,0,3,0,6,33.36,45.2,52.46,55.89,5.0,,2,0,1,0,"8,800",김동철,53,이경호a,카우보이칼,38391.0,19.0,7.0,5.0,2.0,그리자이,33022.0,12.0,1.0,1.0,1.0
