마번,마명,성별,연령,레이팅1,수득상금(천원),마주,부마명,모마명,조교사이름,조교사번호,총경기,1st,2st,3st,산지,level
43505,슬립웰,1,5,53,"100,200",채승배,MACLEAN'S MUSIC,FEARLESS WILDCAT,문병기,21,19,2,0,1,1,3
45896,승리의영혼,2,2,0,0,최성룡,선더모카신,촐룰라캣,김동철,53,1,0,0,0,0,6
43659,승부사,1,3,78,"558,450",김광명,미스치비어슬리,티피맥지,정호익,10,12,5,2,3,0,2
44351,시리우스알파,2,3,40,"62,800",선형조,CLASSIC EMPIRE,일루시브노이즈,송문길,40,7,2,1,1,0,4
45122,시리우스에이,0,4,51,"78,860",박남성,MALIBU MOON,HONEST CAUSE,박재우,50,16,2,1,1,1,3
42119,시선주마,2,4,28,"16,720",천사들의 안장,오피서,당대여왕,휴양마,999,5,0,2,0,0,5
40571,시선집중,0,5,44,"106,450",이대봉,볼포니,토종고수,조현수,11,29,2,2,3,0,4
43405,시크릿보스,1,4,56,"147,540",김명식,CALEB'S POSSE,시크릿스태시,서홍수,24,17,4,2,4,0,3
45106,시크릿킹,1,3,0,"11,000",김명식,올드패션드,시크릿스태시,서홍수,24,4,0,1,1,0,6
45418,시크릿플레이,1,2,0,"16,800",조현영,한센,딜라잇펄엠파이어,김동철,53,3,0,0,2,0,6
45095,시티참,2,3,0,"4,850",김세민,테이크차지인디,펠리시티,송문길,40,4,0,0,0,0,6
45808,신의반전,2,2,28,"22,000",김진태,테스타마타,상류,강환민,31,4,0,2,0,0,5
42798,신의아들,1,4,56,"131,600",김진태,메니피,조지즈프레어,강환민,31,18,3,4,5,0,3
46259,신의여인,2,2,0,"5,400",김진태,AMERICAN FREEDOM,브레이브애즈어라,강환민,31,3,0,0,0,0,6
42589,신의한수,1,4,36,"48,700",장철환,커널존,성공시대,최용건,51,15,2,0,1,0,4
44882,신주류,1,3,24,"15,850",김선식,애니기븐새터데이,대한천왕,조현수,11,13,0,1,2,0,5
46383,신풍여걸,2,2,0,0,윤훈현,테이크차지인디,선스마트,박천서,54,1,0,0,0,0,6
44502,신한특송,2,3,36,"57,600",부준혁,한센,미러클라이트,배대선,20,7,2,0,1,0,4
45585,실버부스터,1,2,0,"2,400",최동근,커널존,스털링스트라이드,홍대유,6,3,0,0,0,0,6
44348,실버스타,2,3,41,"59,150",(주)나스카,올드패션드,새즈미즈엘리자베,최용건,51,12,2,1,1,0,4
38511,심장의고동,1,6,128,"1,501,700",오종환,지금이순간,하우아유,심승태,37,29,10,3,3,0,1
41648,심플스타일,1,5,51,"154,650",윤우환 ,컬러즈플라잉,펠리시티,휴양마,999,19,3,3,2,0,3
41723,싱싱메리,2,6,67,"152,640",전석호,위드디스팅션,AMYLIMEHOUSE,배휴준,29,24,2,1,3,1,2
44516,쌍옥루,0,3,0,"3,500",이용식,선더모카신,프리실라,최봉주,16,2,0,0,1,0,6
42294,쏘아라바바,2,4,46,"128,630",현태봉,카우보이칼,그레이트브리지,휴양마,999,22,3,3,4,0,4
45650,쓸모,0,2,0,0,박정열,애니기븐새터데이,댄싱스퀄,안병기,22,1,0,0,0,0,6
45179,씽씽씽,1,2,0,0,(주)디알엠씨티,한센,일루시브로시,박재우,50,2,0,0,0,0,6
45913,아깽이,0,2,0,0,김동선,콩코드포인트,실비슬립,안병기,22,1,0,0,0,0,6
43408,아델머스탱,1,4,34,"91,350",이종훈,메니피,머스탱퀸,송문길,40,20,1,2,3,0,5
45344,아라모아,2,2,0,"13,200",고재완,THE FACTOR,컨트리클럽쉬,서인석,33,2,0,1,0,0,6
43933,아라챔프,2,3,31,"23,000",고재완,투아너앤드서브,에코블루,서인석,33,4,1,0,0,0,5
41325,아로마,1,5,36,"74,820",최수군,스트라이크어게인,스페셜레드,이관호,42,20,1,3,4,0,4
45315,아르고공주,2,2,0,"8,400",우태율,테이크차지인디,중앙공주,안병기,22,4,0,0,1,0,6
45590,아르고꾸숑,1,2,0,0,우태율,투아너앤드서브,채스터티,안병기,22,2,0,0,0,0,6
45921,아르고리치,1,2,0,"3,000",우태율,컬러즈플라잉,어너러리갤럽,안병기,22,1,0,0,0,0,6
46541,아르고무적,1,2,0,0,우태율,피스룰즈,북새명가,안병기,22,2,0,0,0,0,6
45360,아르고탑,1,2,0,"16,000",우태율,케이탑,브라운걸,휴양마,999,4,0,0,1,0,6
41754,아르폰스,1,6,40,"58,030",유정희,MUNNINGS,ELLA MARIE,서홍수,24,26,1,1,3,1,4
45593,아름다운사이,2,2,0,0,유영준,테스타마타,로열스텝,신삼영,41,2,0,0,0,0,6
43864,아마존킹,0,3,45,"68,900",허훈,선더모카신,시크릿랩소디,토니,30,11,2,2,0,0,4
45828,아만바로우즈,2,2,0,0,이노쿠마 히로츠구,테스타마타,플룸,서인석,33,1,0,0,0,0,6
41885,아메리칸포스원,0,5,40,"85,150",서정범,GEMOLOGIST,RUFUS RUTH,조현수,11,40,0,1,6,1,4
43540,아미고라로,0,5,51,"91,350",김종진,SUMMER FRONT,CALL AHEAD,휴양마,999,20,2,1,1,1,3
42245,아스펜로스,0,4,54,"77,750",박남성,KANTHAROS,아스펜라이트,휴양마,999,5,3,1,1,0,3
43658,아스펜태양,1,3,68,"266,650",박남성,위드디스팅션,아스펜라이트,전승규,25,8,4,1,1,0,2
42594,아이스스타,0,4,46,"78,790",이경희,애니기븐새터데이,별기,휴양마,999,18,3,2,0,0,4
45576,아이스크림,2,2,0,"3,000",오종환,선더모카신,프리실라,박윤규,4,1,0,0,0,0,6
40451,아이스펀치,1,5,73,"210,560",김정철,한센,윌링미스,휴양마,999,20,6,2,3,0,2
42934,아이언머스킷,2,4,40,"42,000",홍종철,머스킷맨,터프한걸,리카디,34,10,3,1,0,0,4
43574,아이언삭스,1,5,105,"333,220",김창식,MINESHAFT,CENTURIAN LADY,이신영,14,25,7,4,2,1,1
44572,아임포스원,1,3,0,"1,000",서정범,페더럴리스트,크리에이트,조현수,11,6,0,0,0,0,6
46031,아치러너,2,2,0,0,송암축산,아치아치아치,드림러너,최용건,51,2,0,0,0,0,6
44780,아치리버,2,3,0,"3,400",이종욱,아치아치아치,리버브룩,휴양마,999,5,0,0,0,0,6
44846,아치메모리,2,3,0,"6,250",이종욱,아치아치아치,러브리메모리즈,심승태,37,6,0,0,0,0,6
45102,아치참,2,3,30,"18,150",김세민,투아너앤드서브,몬아치라스,휴양마,999,7,1,0,0,0,5
42423,아침기상,2,4,46,"56,830",(주)나스카,컬러즈플라잉,엘러벨,이신영,14,7,4,1,0,0,4
46441,아침누리,2,3,37,0,김세민,SUPER SAVER,YOU'RE BEAUTIFUL,서홍수,24,2,0,0,0,1,4
46007,아침동자,1,2,0,"8,400",배영한 ,한센,클린업스피드,휴양마,999,1,0,0,1,0,6
42638,아침함성,2,4,51,"126,080",이미경,애니기븐새터데이,아침사랑,박희철,15,21,3,1,3,0,3
45328,안양폭격기,2,2,0,0,(주)에이에프피,콩코드포인트,프로포즈,홍대유,6,1,0,0,0,0,6
41280,안양호랑이,2,5,45,"95,910",(주)에이에프피,QUALITY ROAD,인디트러블,홍대유,6,25,3,2,2,0,4
45117,알렉산더원,0,4,44,"34,800",임영수,DIALED IN,IM SO FINE,우창구,5,5,0,2,1,1,4
44128,알사이먼,2,3,34,"28,000",박정배,사이먼퓨어,알드라이크,신삼영,41,9,1,1,0,0,5
41018,알찬누리,0,5,45,"108,220",김광명,페더럴리스트,루시엔,정호익,10,25,2,4,5,0,4
46292,압구정치타,2,2,0,0,조명식,메니피,미스보스케스,휴양마,999,2,0,0,0,0,6
41653,액티몬,0,6,74,"229,830",김호선,VERRAZANO,DESPITE HER FORM,토니,30,23,3,5,1,1,2
51584,앱설루트명작,2,2,37,0,나기두,ALWAYS DREAMING,FAVORABLY,김동균,52,2,0,0,0,1,4
44234,야무진배짱,1,3,33,"40,800",우태율,록하드텐,줄라이모닝,안병기,22,9,1,1,1,0,5
44428,야무진새강자,2,3,0,0,우태율,록하드텐,쿨터치,휴양마,999,6,0,0,0,0,6
44009,야무진왕초,1,3,37,"46,100",우태율,지롤라모,양키참,안병기,22,12,1,3,0,0,4
46509,야무진재수,0,3,39,"16,200",우태율,CONNECT,LUXURIOUS,안병기,22,6,0,1,0,1,4
41346,야호골든캣,1,5,63,"183,040",이태식,피스룰즈,축제,휴양마,999,23,4,4,4,0,3
43803,어나더레벨,2,3,0,"11,200",이관형,에치드,헤이퀸,전승규,25,4,0,0,2,0,6
43107,어디가나,2,4,63,"306,750",에스지이건설,스마티문학,베네피셜프렌드,김윤섭,32,15,4,0,2,0,3
43608,어마어마,1,5,136,"1,730,500",(주)나스카,ALGORITHMS,LIGNITE,송문길,40,19,13,2,2,1,1
40842,어메이징위즈,2,5,40,"100,200",최몽주,록하드텐,어메이징파티,송문길,40,23,2,3,3,0,4
42918,어서와,1,4,45,"94,820",강용식,카우보이칼,허드잇비포,휴양마,999,20,2,3,3,0,4
51585,어카운트,2,2,37,"3,000",나기두,BLAME,LENGTH,곽영효,19,3,0,0,0,1,4
42374,엄청난걸,2,4,25,"11,590",임한용,미스치비어슬리,백두캣,박병일,27,17,0,2,0,0,5
41795,엉클오,1,6,70,"167,360",오종택,제이피즈거스토,GINABLU,이신영,14,15,4,0,4,1,2
42507,에너자이저,1,4,48,"92,590",박재홍,올드패션드,엑스파일,이준철,48,16,2,4,2,0,4
42885,에스테이크,2,4,36,"62,040",이성님,테이크차지인디,에스에스벨,휴양마,999,15,2,2,1,0,4
45901,에이스퀸,2,2,0,0,우상우,일루시브블러프,롤링온스트롱,최봉주,16,1,0,0,0,0,6
44806,에이스플랜,1,3,32,"29,550",황봉기,플랜,세인트에티엔,홍대유,6,13,1,1,1,0,5
41356,에이스함성,1,5,64,"198,025",황의영,디바인파크,러세미러,이관호,42,25,4,4,8,0,3
45727,에이원스타,1,2,36,"66,150",금악목장,페더럴리스트,플래시어필,김동철,53,5,1,1,2,0,4
40303,에이투제트,1,5,57,"156,820",최성룡,피스룰즈,최초로,휴양마,999,24,3,4,3,0,3
41253,에이피파텍,1,5,53,"160,680",기무라요시아키,사담파테크,빅파워,서범석,12,26,3,5,4,0,3
41889,에코빌,1,5,75,"184,320",이일형,DAREDEVIL,SWEET DREAMY SYN,휴양마,999,20,2,7,3,1,2
43663,에코존,1,3,31,"31,450",양순희,피스룰즈,동방미인,김동철,53,10,1,1,1,0,5
45498,에펠탑,1,2,0,"3,500",오종환,티즈원더풀,플라이퀸,심승태,37,3,0,0,1,0,6
43313,엑톤질주,1,4,38,"59,440",황경호,엑톤파크,신용퀸,손영표,2,14,2,2,0,0,4
44380,엔비전사,1,3,0,"7,600",김용래,테이크차지인디,라인잇업,휴양마,999,7,0,0,1,0,6
41892,엘리트라인,1,5,46,"74,110",태희종합건설,LINE OF DAVID,COUNTTHEBLESSINGS,이희영,13,23,1,0,3,1,4
42369,엘리트룰즈,2,4,40,"71,070",태희종합건설,피스룰즈,월드클래스Ⅱ,이희영,13,17,2,1,3,0,4
42046,엠제이베스트,1,4,54,"133,740",박정재,카우보이칼,주얼리파티,휴양마,999,17,3,3,2,0,3
42468,엠제이스톰,1,4,24,"28,750",박정재,메니피,스마트타임,휴양마,999,22,0,1,2,0,5
43982,엠제이타임,2,3,27,"19,900",박정재,에치드,스마트타임,박재우,50,9,0,2,1,0,5
41697,엠제이파워,0,6,104,"456,700",박정재,CENTRAL BANKER,MAKING A POINT,문병기,21,29,5,5,5,1,1
45458,엠제이포인트,2,4,42,"92,000",박민지,BUSTIN STONES,MAKING A POINT,문병기,21,20,0,2,5,1,4
44856,연희사랑,2,3,0,"6,100",김인호,포리스트캠프,콰이어트터치,홍대유,6,10,0,0,0,0,6
40530,연희일출,2,5,81,"300,640",최병권,티즈원더풀,빅타임,이준철,48,21,6,2,4,0,1
41149,열린문,1,5,61,"182,260",김재성,애니기븐새터데이,히어즈벨라,휴양마,999,26,4,5,3,0,3
42542,영광의미소,2,4,48,"123,860",변창덕,한센,퍼펙트스킵,휴양마,999,17,4,1,4,0,4
46260,영영삭스,2,2,0,0,김창식,PAYNTER,어바이드,이신영,14,1,0,0,0,0,6
42309,영웅대마,0,4,27,"41,130",김광명,페더럴리스트,커멘섀리,정호익,10,21,1,1,1,0,5
44132,예술이야,0,3,30,"40,200",강무웅,유로실버,그레이스,휴양마,999,7,1,1,1,0,5
42561,옐로우캣,2,4,61,"130,400",박정배,인디밴드,와일드캣,휴양마,999,8,4,1,1,0,3
43955,오래함께하자,0,3,61,"106,200",임한용,테이크차지인디,패션드,이준철,48,7,3,2,1,0,3
46251,오섬스프링스,0,4,36,0,황경호,AWESOME AGAIN,ALISA'S CATCH,손영표,2,5,0,0,0,1,4
44107,오천복,2,3,38,"53,200",박정배,메니피,팔메토플래터,휴양마,999,6,2,1,0,0,4
42867,옥동공주,2,4,29,"30,800",황경호,RUN AWAY AND HIDE,폰트,손영표,2,18,0,2,1,0,5
43515,옥룡,0,5,47,"91,250",이긍열,언캡처드,WILD MEGGIE MEG,강성오,9,23,1,3,1,1,4
42386,옥스퍼드킹,1,4,66,"198,650",이긍열,SUMMER FRONT,옥스포드베이브즈,박재우,50,17,5,3,1,0,2
44555,옥천최강,1,3,26,"21,600",이재민,지롤라모,무한신뢰,곽영효,19,7,0,2,0,0,5
41169,온리위너,2,5,30,"54,520",손병철,올드패션드,기억날그날,송문길,40,20,1,2,2,0,5
43082,온포인트,1,4,54,"134,780",박호균,밥앤드존,아너드,휴양마,999,16,4,4,3,0,3
44142,올가림,1,3,28,"47,200",임수복,한센,템플테이션,휴양마,999,12,1,1,1,0,5
43880,올드스타트,0,3,29,"43,800",황경호,올드패션드,인디언파크,손영표,2,10,1,0,1,0,5
44497,올포유어드림,1,3,30,"35,050",서창식,맘보트레인,스마트체스넛,신삼영,41,6,1,1,1,0,5
45162,와우와우,1,3,63,"229,700",(주)나스카,카우보이칼,짝꿍,송문길,40,11,4,4,1,0,3
44796,와일드러너,2,3,31,"36,000",황은호,콩코드포인트,와일드러시크릭,이관호,42,5,1,0,2,0,5
44287,와일드삭스,1,3,54,"159,900",김창식,한센,엠파이어캔디,이관호,42,12,4,2,0,0,3
40399,와일드킹덤,1,5,43,"107,040",양현모,COMPETITIVE EDGE,드림스펠,배휴준,29,21,2,2,4,0,4
45449,와일들리로맨틱,1,4,69,"146,890",우태율,바이언,ROMANTIC STORM,안병기,22,12,4,2,1,1,2
41598,왕벚꽃,0,6,95,"450,580",김원숙,DISCREET CAT,FOLK,최봉주,16,20,4,5,1,1,1
46082,용비서울,1,2,31,"33,000",정성진,선더모카신,엑톤신화,휴양마,999,1,1,0,0,0,5
46337,용비퀸,2,2,0,0,정성진,한센,로드언드프레이즈,휴양마,999,1,0,0,0,0,6
43712,용암보스,1,3,48,"91,150",김학록,카우보이칼,엘리사타운,곽영효,19,12,3,1,2,0,4
44910,용천지상,0,3,28,"15,550",함평제일,선더모카신,볼륨업,휴양마,999,7,0,2,0,0,5
44829,용호지마,1,3,37,"64,600",(주)디알엠씨티,테이크차지인디,프렌드오브어프렌,박재우,50,9,0,5,0,0,4
43904,우뚝,1,3,0,"6,500",배은정,미스치비어슬리,억순이,휴양마,999,4,0,0,1,0,6
41659,우리,1,6,88,"304,350",김진태,ALTERNATION,MY FAVORITE TUNE,강환민,31,24,5,2,2,1,1
43929,우승바람,0,3,26,"20,000",퓨리나(주),메니피,걸인스타일,곽영효,19,5,0,1,2,0,5
41367,우아륭,2,5,68,"535,740",임흥호,테스타마타,금따,안해양,26,15,5,2,1,0,2
43829,우주의봄,2,3,29,"32,400",강종우,한센,앰버고,배대선,20,5,1,0,1,0,5
43928,우청륭,1,3,0,"7,500",임흥호,커널존,동방의새아침,안해양,26,8,0,1,0,0,6
41467,운외창천,2,5,51,"122,170",장수영,토우트,리틀재규어스,우창구,5,20,3,2,4,0,3
45243,울트라갤럭시,1,2,0,"8,600",(주)나스카,페더럴리스트,대륙의별,최용건,51,3,0,0,1,0,6
45476,울트라삭스,2,2,27,"26,400",김창식,올드패션드,그레이스필,강성오,9,4,0,2,0,0,5
42443,울트라킹,0,4,54,"124,680",조명식,테이크차지인디,우리바다,안병기,22,20,3,2,4,0,3
45323,울프플레이,1,2,30,"33,000",조현영,티즈원더풀,투스텝삼바,최영주,3,2,1,0,0,0,5
44826,원더루키,1,3,0,0,손병철,포리스트캠프,메인어브젝티브,안병기,22,1,0,0,0,0,6
39263,원더케이,1,6,41,"93,980",강경운,선더모카신,언브라이들드로렌,우창구,5,23,2,4,3,0,4
42554,원더풀데블,2,4,43,"76,430",(주)녹원목장,테스타마타,월들리듀드,서홍수,24,16,2,1,2,0,4
38894,원더풀루비,2,6,69,"224,750",지대섭,테스타마타,애너즈코즈,배휴준,29,30,4,5,3,0,2
45815,원더풀리걸,1,2,0,0,(주)녹원목장,퍼지,리걸에어,배휴준,29,1,0,0,0,0,6
43142,원더풀머스킷,2,4,30,"21,140",윤지중,머스킷맨,퍼스트클래스캣,서홍수,24,7,1,0,1,0,5
44247,원더풀뮤직,2,3,0,"12,600",이미경,티즈원더풀,매글레브,곽영효,19,6,0,1,1,0,6
42746,원더풀샘,2,4,39,"47,750",윤훈열,커널존,롱런드림,박희철,15,13,2,1,0,0,4
43888,원더풀섀도우,2,3,30,"22,000",지대섭,올드패션드,지봉사랑,휴양마,999,4,1,0,0,0,5
42134,원더풀우먼,2,4,34,"48,420",김선식,머스킷맨,원더풀투나잇,조현수,11,12,1,3,1,0,5
45219,원더풀위싱,2,2,0,0,지대섭,퍼지,노블만료,임채덕,35,4,0,0,0,0,6
45826,원더풀위크,2,2,32,"36,000",지대섭,테이크차지인디,스크루이,이준철,48,2,1,0,0,0,5
45790,원더풀인디,0,2,31,"46,200",지대섭,퍼지,레몬펀치,서인석,33,3,1,1,0,0,5
42498,원더풀조이,0,4,29,"27,390",김기종,KITTEN'S JOY,더블앤티,문병기,21,14,2,0,1,0,5
40261,원더풀캣,2,5,21,"17,870",(주)녹원목장,사담파테크,황금키,임채덕,35,31,0,1,2,0,5
43351,원더풀케이,1,4,68,"197,090",강경운,퍼지,다이아걸,배대선,20,20,5,2,3,0,2
44813,원더풀키티,2,3,54,"177,600",지대섭,유로실버,아프리칸골드,서인석,33,11,2,4,3,0,3
42974,원더풀타이쿤,1,4,42,"73,760",(주)녹원목장,퍼지,론다도르,서홍수,24,11,2,0,5,0,4
39008,원더풀트루스,2,6,66,"219,430",지경미,테스타마타,예스트라이크,배휴준,29,30,4,4,1,0,2
45829,원더풀티지,1,2,0,0,지대섭,티즈웨이,홀리데이스타렛,박윤규,4,4,0,0,0,0,6
44315,원더풀퍼지,0,3,0,"1,600",(주)녹원목장,퍼지,배그대드커페이,배대선,20,2,0,0,0,0,6
42261,원더풀하와이,2,4,0,"11,790",지대섭,퍼지,허쉬틸드,서범석,12,14,0,1,1,0,6
42816,원더풀화성,1,4,26,"15,240",조중호,티즈원더풀,밋미인드림랜드,곽영효,19,8,0,2,0,0,5
44141,원모어러시,2,3,30,"32,150",이일형,카우보이칼,그레이스컬린,휴양마,999,12,1,0,2,0,5
44144,원스피어,0,3,0,0,굿원,지롤라모,폴리아스,문병기,21,2,0,0,0,0,6
40798,원앤온리,2,5,36,"92,820",조용학,한센,스위트메리티,서홍수,24,32,2,4,2,0,4
40524,원지,0,5,36,"59,180",우태율,사담파테크,런라이트스루,안병기,22,21,2,2,1,0,4
40551,원퍼트,0,5,47,"105,540",박시용,포리스트캠프,뜨거운환호,서홍수,24,27,3,2,0,0,4
44143,원평가속,1,3,84,"310,950",김용재,메니피,비바라슬램,정호익,10,14,4,6,0,0,1
44362,원평광야,2,3,30,"19,350",김용재,지롤라모,광야일출,정호익,10,11,1,0,1,0,5
44292,원평버드,0,3,0,0,김용재,퍼지,플러터버드,유재길,23,7,0,0,0,0,6
45503,원평축제,1,2,0,0,김용재,퍼지,안성축제,홍대유,6,1,0,0,0,0,6
44526,원평코드,1,3,43,"73,000",김용재,메니피,케이프코드걸,정호익,10,9,1,3,1,0,4
44645,원평퀸,2,3,26,"17,600",김용재,테이크차지인디,커팅에지,유재길,23,11,0,2,0,0,5
45303,원평킬라,1,2,29,"29,400",김용재,GOOD SAMARITAN,킬라리드,서인석,33,4,0,2,0,0,5
45302,원평타운,1,2,32,"46,600",김용재,MO TOWN,시어리어슬리마인,정호익,10,5,0,3,1,0,5
44067,월드레이서,1,3,48,"90,000",손병철,어플릿익스프레스,익스퀴짓뷰티,송문길,40,5,3,0,0,0,4
45158,월드참,1,3,60,"118,800",김세민,테스타마타,블랙탄,유재길,23,5,4,1,0,0,3
46536,월드킹맨,1,2,30,"57,000",박평양,메니피,동방신화,박윤규,4,6,1,1,0,0,5
45295,월드플레이,1,2,0,"2,400",조현영,컬러즈플라잉,메이크마인미니,최영주,3,3,0,0,0,0,6
44015,웰빙챔피언,2,3,30,"20,150",이미경,커널존,웰빙퀸,박희철,15,9,1,0,0,0,5
40017,위너골드,1,7,123,"863,500",전영범,WILDCAT HEIR,DANCE SPECIAL,우창구,5,38,10,6,7,1,1
45497,위너드래건,1,2,0,"3,000",오종환,메니피,플라이위너,심승태,37,2,0,0,0,0,6
38640,위너브라운,1,6,76,"263,620",손병현,캡틴콜티시,미스다이앤,김윤섭,32,19,6,2,2,0,2
41607,위너블루,0,5,51,"192,310",전영범,올드패션드,매직치프,우창구,5,28,3,3,5,0,3
45726,위너영,1,2,0,"16,200",전영범,티즈원더풀,루시엔,우창구,5,2,0,1,0,0,6
38463,위너이즈웰,1,6,42,"52,060",요시다 가츠미,GOLD ALLURE,배그대드커페이,휴양마,999,7,3,0,2,0,4
52035,위너콜,2,2,38,0,에스지이건설,COLLECTED,AND STAY OUT,홍대유,6,1,0,0,0,1,4
41256,위너콰드릴,2,5,42,"73,500",요시다 가츠미,GOLD ALLURE,콰드릴,휴양마,999,8,3,2,0,0,4
38470,위너템플러,2,6,44,"88,640",요시다 가츠미,DUNKIRK,프리마포어저,안병기,22,18,2,4,3,0,4
50223,위대한군주,0,3,37,0,김창식,HIT IT A BOMB,SHE'S EXTREME,휴양마,999,3,0,0,0,1,4
44386,위대한한마,2,3,0,"3,600",이미양,한센,마오노,박재우,50,8,0,0,0,0,6
41082,위시미,2,5,95,"808,740",강무웅,엑톤파크,위시미석세스,최용구,8,13,6,5,0,0,1
40840,위즈모멘트,2,5,60,"147,840",최몽주,메니피,매치리스모멘트,송문길,40,16,5,2,2,0,3
44096,위즈업,1,3,29,"18,150",최몽주,메니피,믹스업,송문길,40,5,1,0,0,0,5
44928,유니콘알파,1,4,51,"83,100",권태석,TAPIZAR,SEVEN SKIES,최용구,8,14,2,0,1,1,3
45759,유니콘킹덤,1,2,0,"13,200",권태석,JIMMY CREED,시티래스,최용구,8,3,0,1,0,0,6
45978,유니콘히트,2,2,31,"41,400",권태석,카우보이칼,카우아이콜즈,최용구,8,2,1,0,1,0,5
44601,유레카,1,3,0,"11,900",(주)나스카,선더모카신,에스키모즈베스트,이신영,14,8,0,0,0,0,6
44134,유로강자,0,3,0,"6,000",조창규,유로실버,대륙강자,신삼영,41,10,0,0,1,0,6
43244,유정챔프,1,4,44,"80,700",이성님,포리스트캠프,유정여장군,휴양마,999,20,3,0,3,0,4
43681,유쾌한날들,1,3,58,"153,720",김세권,한센,유성제일,박재우,50,12,3,3,3,0,3
45515,유쾌한사랑,2,2,0,"13,200",김세권,올드패션드,마이스타일,박재우,50,1,0,1,0,0,6
44196,유쾌한선택,1,3,40,"53,140",김세권,케이탑,다이아찬스,휴양마,999,9,1,2,2,0,4
44402,은성마루,2,3,50,"81,000",은성,메니피,마그네틱플레이스,박천서,54,10,2,1,2,0,4
45851,은성사랑,2,2,0,0,은성,커널존,주말축배,유재길,23,1,0,0,0,0,6
44684,은파마운틴,1,3,34,"29,750",이미경,커널존,스페셜파워,박희철,15,7,1,0,2,0,5
45799,은파챔피언,1,2,32,"33,000",이미경,한센,퀸크릭캣,서인석,33,1,1,0,0,0,5
44233,은혜,1,3,31,"42,400",강태구,메니피,캐치더스피릿,최용구,8,5,1,1,1,0,5
44251,은혜가문,2,3,0,0,강태구,라이언메탈,골드플라잉,최용구,8,2,0,0,0,0,6
44232,은혜드림,2,3,30,"28,750",강태구,지롤라모,일망무제,박병일,27,11,0,2,2,0,5
43776,은혜레코드,1,3,31,"27,850",강태구,커널존,부경게이트,최용구,8,10,0,2,1,0,5
44229,은혜서브,2,3,38,"60,850",강태구,투아너앤드서브,레이디프레스카,박병일,27,12,1,2,2,0,4
41273,은혜충만,2,5,36,"35,950",강태구,사이먼퓨어,프러클레임,박병일,27,12,1,2,0,0,4
40563,은혜파도,2,5,24,"37,890",강태구,티즈원더풀,퀴니비,김동철,53,25,1,2,1,0,5
44625,이글포인트,1,3,35,"47,200",이관형,콩코드포인트,화이트이글,전승규,25,6,1,2,0,0,5
44346,이너피스,2,3,34,"38,700",김경민,선더모카신,딕시어벤저,휴양마,999,6,1,1,2,0,5
45366,이다나은,1,2,0,"2,400",이진경,커널존,불릿,구자흥,7,1,0,0,0,0,6
43008,이무기,1,4,45,"72,440",황은호,티즈원더풀,스페셜레드,휴양마,999,17,3,0,1,0,4
42914,이스트매직,2,4,29,"17,250",김영구,포리스트캠프,배블클래식,박재우,50,11,1,0,0,0,5
41928,이스트반,0,5,53,"114,770",임종근,CONSTITUTION,MOORED,박윤규,4,20,1,5,2,1,3
42497,이스트임팩트,0,4,62,"152,760",김영구,피스룰즈,짐키드,박재우,50,14,5,4,1,0,3
40909,이스트제트,0,5,118,"762,000",김영구,스트라이크어게인,렌드,휴양마,999,22,9,4,0,0,1
42570,이스트트로스,2,4,0,"6,750",김영구,콩코드포인트,명가캠프,휴양마,999,10,0,1,0,0,6
37099,이천쌀,0,7,49,"250,700",이천시청,캐피털스팬딩,리치이모션즈,휴양마,999,33,3,5,1,0,4
41120,이터널메모리,0,5,45,"101,230",오종택,스트라이크어게인,베씸,박재우,50,23,3,1,4,0,4
38666,인듀어런스,1,6,43,"132,050",조용학,록하드텐,댄징샐리,서홍수,24,42,2,6,0,0,4
45575,인디언의별,1,2,0,"13,200",오종환,한센,인디언다이아몬드,심승태,37,1,0,1,0,0,6
42806,인빅터스,2,4,34,"31,650",김정철,콩코드포인트,아만포어,최용건,51,15,1,2,0,0,5
41786,인천캡틴,1,6,62,"126,570",에스지이건설,GRAYDAR,SUNDAY MONEY,정호익,10,12,2,2,2,1,3
42960,일격필살,1,4,54,"135,400",김창식,카우보이칼,블리스터링스트라,강성오,9,16,2,4,3,0,3
1412363,일동박수,2,2,0,"8,400",이관형,커널존,오리엔탈패스,김동균,52,1,0,0,1,0,6
39565,일마레,1,6,42,"92,550",기무라요시아키,유로실버,쉬저핫디시,서범석,12,34,2,2,4,0,4
45891,임페리얼본,1,2,0,0,박준배,티즈원더풀,임페리얼걸,최영주,3,2,0,0,0,0,6
45566,자이언트인디,1,2,30,"36,000",남기태,테이크차지인디,코즈투셀러브레트,리카디,34,3,1,0,0,0,5
44243,자이언트킬링,1,3,41,"92,100",이종훈,테이크차지인디,산방미인,휴양마,999,7,2,0,3,0,4
45482,자이언트펀치,1,2,42,"154,000",이종훈,콩코드포인트,캔데슨트,송문길,40,4,2,0,2,0,4
44339,작두콩,2,3,26,"15,100",임한용,올드패션드,업라이징,정호익,10,10,0,0,3,0,5
43806,장군별,1,3,41,"59,050",오종환,메니피,인디고노스,최봉주,16,10,2,1,2,0,4
45949,장비무지개,2,2,0,"10,800",장수영,한센,센걸,우창구,5,2,0,0,1,0,6
42413,장산가드,1,4,44,"78,280",김병진,컬러즈플라잉,시티버드,휴양마,999,16,1,5,1,0,4
42917,장산레이저,1,4,91,"279,450",김병진,메니피,익스체인지스튜던,최용건,51,13,6,3,0,0,1
